"Characters","Skill Name","Skill Level","Skill Description","SP Cost","Initial SP","Skill Duration","Charging Type",""
"","","9","Increase attack range by {{ability_range_forward_extend}:.0f} tiles","20","10","25","",""
"","","10","Increase attack range by {{ability_range_forward_extend}:.0f} tiles","15","10","25","",""
"ShiraYuki","Condensed Weapon","1","Attack with spinning blades, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration","35","","25","Regen over time",""
"","","2","Attack with spinning blades, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration","34","","25","",""
"","","3","Attack with spinning blades, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration","33","","25","",""
"","","4","Attack with spinning blades, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration","32","","25","",""
"","","5","Attack with spinning blades, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration","31","","25","",""
"","","6","Attack with spinning blades, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration","30","","25","",""
"","","7","Attack with spinning blades, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration","29","","25","",""
"","","8","Attack with spinning blades, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration","28","","25","",""
"","","9","Attack with spinning blades, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration","27","","25","",""
"","","10","Attack with spinning blades, inflicting {{attack@move_speed}:.0%} movement speed and dealing {{attack@atk_scale}:.0%} magical damage per second for a short duration","25","","25","",""
"Courier","Assault Order·Defend","1","Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense +{{blackd_s_2[period].def}:.0%}","40","12","15","Regen over time",""
"","","2","Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense +{{blackd_s_2[period].def}:.0%}","39","12","15","",""
"","","3","Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense +{{blackd_s_2[period].def}:.0%}","38","12","15","",""
"","","4","Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense +{{blackd_s_2[period].def}:.0%}","37","13","15","",""
"","","5","Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense +{{blackd_s_2[period].def}:.0%}","36","13","15","",""
"","","6","Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense +{{blackd_s_2[period].def}:.0%}","35","13","15","",""
"","","7","Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense +{{blackd_s_2[period].def}:.0%}","34","14","15","",""
"","","8","Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense +{{blackd_s_2[period].def}:.0%}","33","15","15","",""
"","","9","Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense +{{blackd_s_2[period].def}:.0%}","32","16","15","",""
"","","10","Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense +{{blackd_s_2[period].def}:.0%}","30","17","15","",""
"Scavenger","Assault Order·Attack","1","Immediately obtain {{cost}:.0f} cost. Attack +{{atk}:.0%}","40","13","15","Regen over time",""
"","","2","Immediately obtain {{cost}:.0f} cost. Attack +{{atk}:.0%}","39","13","15","",""
"","","3","Immediately obtain {{cost}:.0f} cost. Attack +{{atk}:.0%}","38","13","15","",""
"","","4","Immediately obtain {{cost}:.0f} cost. Attack +{{atk}:.0%}","37","14","15","",""
"","","5","Immediately obtain {{cost}:.0f} cost. Attack +{{atk}:.0%}","36","14","15","",""
"","","6","Immediately obtain {{cost}:.0f} cost. Attack +{{atk}:.0%}","35","14","15","",""
"","","7","Immediately obtain {{cost}:.0f} cost. Attack +{{atk}:.0%}","34","15","15","",""
"","","8","Immediately obtain {{cost}:.0f} cost. Attack +{{atk}:.0%}","33","16","15","",""
"","","9","Immediately obtain {{cost}:.0f} cost. Attack +{{atk}:.0%}","32","17","15","",""
"","","10","Immediately obtain {{cost}:.0f} cost. Attack +{{atk}:.0%}","30","18","15","",""
"Vigna","Attack Strengthening·Type β","1","Attack +{{atk}:.0%}","40","","25","Regen over time",""
"","","2","Attack +{{atk}:.0%}","40","","25","",""
"","","3","Attack +{{atk}:.0%}","40","","25","",""
"","","4","Attack +{{atk}:.0%}","37","","25","",""
"","","5","Attack +{{atk}:.0%}","37","","25","",""
"","","6","Attack +{{atk}:.0%}","37","","25","",""
"","","7","Attack +{{atk}:.0%}","37","5","25","",""
"","","8","Attack +{{atk}:.0%}","37","5","25","",""
"","","9","Attack +{{atk}:.0%}","37","5","25","",""
"","","10","Attack +{{atk}:.0%}","35","10","25","",""
"Vigna","Hammer-on","1","Slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}","35","","20","Regen over time",""
"","","2","Slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}","35","","20","",""
"","","3","Slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}","35","","20","",""
"","","4","Slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}","32","","22","",""
"","","5","Slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}","32","","22","",""
"","","6","Slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}","32","","22","",""
"","","7","Slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}","28","5","25","",""
"","","8","Slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}","27","5","26","",""
"","","9","Slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}","26","5","27","",""
"","","10","Slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}","25","10","30","",""
"Myrtle","Wings of Recovery","1","Stops attacking and gradually obtain {{value}:.0f} cost while the skill is active. Heal 1 nearby ally for {{attack@heal_scale}:.0%} of Myrtle's Attack every second","35","5","16","Regen over time",""
"","","2","Stops attacking and gradually obtain {{value}:.0f} cost while the skill is active. Heal 1 nearby ally for {{attack@heal_scale}:.0%} of Myrtle's Attack every second","34","5","16","",""
"","","3","Stops attacking and gradually obtain {{value}:.0f} cost while the skill is active. Heal 1 nearby ally for {{attack@heal_scale}:.0%} of Myrtle's Attack every second","33","5","16","",""
"","","4","Stops attacking and gradually obtain {{value}:.0f} cost while the skill is active. Heal 1 nearby ally for {{attack@heal_scale}:.0%} of Myrtle's Attack every second","31","6","16","",""
"","","5","Stops attacking and gradually obtain {{value}:.0f} cost while the skill is active. Heal 1 nearby ally for {{attack@heal_scale}:.0%} of Myrtle's Attack every second","30","6","16","",""
"","","6","Stops attacking and gradually obtain {{value}:.0f} cost while the skill is active. Heal 1 nearby ally for {{attack@heal_scale}:.0%} of Myrtle's Attack every second","29","6","16","",""
"","","7","Stops attacking and gradually obtain {{value}:.0f} cost while the skill is active. Heal 1 nearby ally for {{attack@heal_scale}:.0%} of Myrtle's Attack every second","27","7","16","",""
"","","8","Stops attacking and gradually obtain {{value}:.0f} cost while the skill is active. Heal 1 nearby ally for {{attack@heal_scale}:.0%} of Myrtle's Attack every second","26","8","16","",""
"","","9","Stops attacking and gradually obtain {{value}:.0f} cost while the skill is active. Heal 1 nearby ally for {{attack@heal_scale}:.0%} of Myrtle's Attack every second","25","9","16","",""
"","","10","Stops attacking and gradually obtain {{value}:.0f} cost while the skill is active. Heal 1 nearby ally for {{attack@heal_scale}:.0%} of Myrtle's Attack every second","24","10","16","",""
"Dobermann","Powerful Strike·Type β","1","The next attack deals {{atk_scale}:.0%} damage","5","","","Regen on attack",""
"","","2","The next attack deals {{atk_scale}:.0%} damage","5","","","",""
"","","3","The next attack deals {{atk_scale}:.0%} damage","5","","","",""
"","","4","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","5","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","6","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","7","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","8","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","9","The next attack deals {{atk_scale}:.0%} damage","4","","","",""
"","","10","The next attack deals {{atk_scale}:.0%} damage","3","","","",""
"Dobermann","Supervision","1","Attack +{{atk}:.0%}, increase effect of self talent by {talent_scale}x","80","30","25","Regen over time",""
"","","2","Attack +{{atk}:.0%}, increase effect of self talent by {talent_scale}x","79","30","25","",""
"","","3","Attack +{{atk}:.0%}, increase effect of self talent by {talent_scale}x","78","30","25","",""
"","","4","Attack +{{atk}:.0%}, increase effect of self talent by {talent_scale}x","77","32","25","",""
"","","5","Attack +{{atk}:.0%}, increase effect of self talent by {talent_scale}x","76","32","25","",""
"","","6","Attack +{{atk}:.0%}, increase effect of self talent by {talent_scale}x","75","32","25","",""
"","","7","Attack +{{atk}:.0%}, increase effect of self talent by {talent_scale}x","74","34","25","",""
"","","8","Attack +{{atk}:.0%}, increase effect of self talent by {talent_scale}x","73","36","25","",""
"","","9","Attack +{{atk}:.0%}, increase effect of self talent by {talent_scale}x","72","38","25","",""
"","","10","Attack +{{atk}:.0%}, increase effect of self talent by {talent_scale}x","70","40","25","",""
"Matoimaru","Demon Strength","1","Reduce Defense to 0, Attack +{{atk}:.0%}","35","","10","Regen over time",""
"","","2","Reduce Defense to 0, Attack +{{atk}:.0%}","35","","10","",""
"","","3","Reduce Defense to 0, Attack +{{atk}:.0%}","35","","10","",""
"","","4","Reduce Defense to 0, Attack +{{atk}:.0%}","32","","11","",""
"","","5","Reduce Defense to 0, Attack +{{atk}:.0%}","32","","11","",""
"","","6","Reduce Defense to 0, Attack +{{atk}:.0%}","32","","11","",""
"","","7","Reduce Defense to 0, Attack +{{atk}:.0%}","29","5","12","",""
"","","8","Reduce Defense to 0, Attack +{{atk}:.0%}","28","6","13","",""
"","","9","Reduce Defense to 0, Attack +{{atk}:.0%}","27","7","14","",""
"","","10","Reduce Defense to 0, Attack +{{atk}:.0%}","25","10","15","",""
"Frostleaf","Frosty Spear","1","The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","5","","-1","Regen over time",""
"","","2","The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","5","","-1","",""
"","","3","The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","5","","-1","",""
"","","4","The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","4","","-1","",""
"","","5","The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","4","","-1","",""
"","","6","The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","4","","-1","",""
"","","7","The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","4","","-1","",""
"","","8","The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","3","","-1","",""
"","","9","The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","3","","-1","",""
"","","10","The next attack deals {{atk_scale}:.0%} physical damage and inflicts {{move_speed}:.0%} movement speed to the target for {duration} seconds","3","","-1","",""
"Frostleaf","Freezing Spear","1","Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds","60","","25","Regen over time",""
"","","2","Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds","59","","25","",""
"","","3","Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds","58","","25","",""
"","","4","Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds","57","","25","",""
"","","5","Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds","56","","25","",""
"","","6","Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds","55","","25","",""
"","","7","Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds","54","","25","",""
"","","8","Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds","53","","25","",""
"","","9","Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds","52","","25","",""
"","","10","Attack speed +{{attack_speed}:.0f}. Every attack inflicts {{move_speed}:.0%} movement speed and has {{prob}:.0%} chance to freeze the target (unable to move) for {debuff} seconds","50","","25","",""
