Character,Rarity,SkillId,Skill Name,Skill Level,SP Cost,Initial SP,Skill Duration,Charging Type,Skill Description,o,o,o
,,,,5,46,0,27,,"Max HP +{{max_hp}:.0%}, Defense power +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}",,,
,,,,6,45,0,27,,"Max HP +{{max_hp}:.0%}, Defense power +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}",,,
,,,,7,44,5,27,,"Max HP +{{max_hp}:.0%}, Defense power +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}",,,
,,,,8,40,5,28,,"Max HP +{{max_hp}:.0%}, Defense power +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}",,,
,,,,9,36,5,29,,"Max HP +{{max_hp}:.0%}, Defense power +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}",,,
,,,,10,32,10,30,,"Max HP +{{max_hp}:.0%}, Defense power +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}",,,
Cuora,4,skcom_def_up[2],Defense Strengthening·Type β,1,45,0,35,Regen over time,Defense power +{{def}:.0%},,,
,,,,2,45,0,35,,Defense power +{{def}:.0%},,,
,,,,3,45,0,35,,Defense power +{{def}:.0%},,,
,,,,4,40,5,35,,Defense power +{{def}:.0%},,,
,,,,5,40,5,35,,Defense power +{{def}:.0%},,,
,,,,6,40,5,35,,Defense power +{{def}:.0%},,,
,,,,7,38,5,35,,Defense power +{{def}:.0%},,,
,,,,8,37,5,35,,Defense power +{{def}:.0%},,,
,,,,9,36,5,35,,Defense power +{{def}:.0%},,,
,,,,10,35,10,35,,Defense power +{{def}:.0%},,,
Cuora,4,skchr_snakek_2,Shell-shaped Defense,1,40,0,30,Regen over time,"Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,2,40,0,30,,"Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,3,40,0,30,,"Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,4,40,0,30,,"Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,5,40,0,30,,"Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,6,40,0,30,,"Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,7,40,0,30,,"Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,8,40,0,30,,"Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,9,40,0,30,,"Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,10,40,0,30,,"Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
ГУМ,4,skchr_sunbr_1,Reserve Rations,1,7,0,0,Regen over time,The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,2,7,0,0,,The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,3,7,0,0,,The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,4,6,0,0,,The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,5,6,0,0,,The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,6,6,0,0,,The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,7,5,0,0,,The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,8,5,0,0,,The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,9,5,0,0,,The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,10,4,0,0,,The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack power. Can hold {{ct}:.0f} charge(s),,,
ГУМ,4,skchr_sunbr_2,Food Preparation,1,40,10,30,Regen over time,"Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense power +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies, Attack power +{{atk}:.0%}",,,
,,,,2,39,10,30,,"Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense power +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies, Attack power +{{atk}:.0%}",,,
,,,,3,38,10,30,,"Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense power +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies, Attack power +{{atk}:.0%}",,,
,,,,4,37,12,30,,"Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense power +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies, Attack power +{{atk}:.0%}",,,
,,,,5,36,12,30,,"Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense power +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies, Attack power +{{atk}:.0%}",,,
,,,,6,35,12,30,,"Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense power +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies, Attack power +{{atk}:.0%}",,,
,,,,7,34,14,30,,"Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense power +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies, Attack power +{{atk}:.0%}",,,
,,,,8,33,16,30,,"Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense power +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies, Attack power +{{atk}:.0%}",,,
,,,,9,32,18,30,,"Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense power +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies, Attack power +{{atk}:.0%}",,,
,,,,10,30,20,30,,"Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense power +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies, Attack power +{{atk}:.0%}",,,
Nearl,5,skchr_nearl_1,First Aid,1,6,0,0,Regen over time,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,2,6,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,3,6,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,4,5,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,5,5,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,6,5,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,7,5,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,8,4,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,9,4,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
,,,,10,4,0,0,,The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack power. Can hold {{ct}:.0f} charge(s),,,
Nearl,5,skchr_nearl_2,First Aid Mode,1,60,20,40,Regen over time,"Attack power +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies",,,
,,,,2,59,20,40,,"Attack power +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies",,,
,,,,3,58,20,40,,"Attack power +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies",,,
,,,,4,55,25,40,,"Attack power +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies",,,
,,,,5,54,25,40,,"Attack power +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies",,,
,,,,6,53,25,40,,"Attack power +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies",,,
,,,,7,52,30,40,,"Attack power +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies",,,
,,,,8,50,30,40,,"Attack power +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies",,,
,,,,9,45,30,40,,"Attack power +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies",,,
,,,,10,40,30,40,,"Attack power +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies",,,
Liskarm,5,skchr_liskam_1,Charging Defense,1,24,0,-1,Regen when attacked,Blocks the next attack and increases Defense power by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation,,,
,,,,2,24,0,-1,,Blocks the next attack and increases Defense power by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation,,,
,,,,3,24,0,-1,,Blocks the next attack and increases Defense power by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation,,,
,,,,4,22,0,-1,,Blocks the next attack and increases Defense power by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation,,,
,,,,5,22,0,-1,,Blocks the next attack and increases Defense power by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation,,,
,,,,6,22,0,-1,,Blocks the next attack and increases Defense power by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation,,,
,,,,7,20,0,-1,,Blocks the next attack and increases Defense power by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation,,,
,,,,8,20,0,-1,,Blocks the next attack and increases Defense power by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation,,,
,,,,9,20,0,-1,,Blocks the next attack and increases Defense power by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation,,,
,,,,10,18,0,-1,,Blocks the next attack and increases Defense power by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation,,,
Liskarm,5,skchr_liskam_2,Counter Shock,1,44,0,20,Regen when attacked,"Increase attack interval, Attack power +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,2,43,0,20,,"Increase attack interval, Attack power +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,3,42,0,20,,"Increase attack interval, Attack power +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,4,41,0,20,,"Increase attack interval, Attack power +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,5,40,0,20,,"Increase attack interval, Attack power +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,6,39,0,20,,"Increase attack interval, Attack power +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,7,38,0,20,,"Increase attack interval, Attack power +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,8,37,0,20,,"Increase attack interval, Attack power +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,9,36,0,20,,"Increase attack interval, Attack power +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends",,,
,,,,10,34,0,20,,"Increase attack interval, Attack power +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends",,,
Croissant,5,skchr_moeshd_1,Automatic Defense,1,30,0,20,Regen over time,"Defense power +{{def}:.0%}, Talent effect increased to {{talent_scale}:.0%}. Automatic activation",,,
,,,,2,29,0,20,,"Defense power +{{def}:.0%}, Talent effect increased to {{talent_scale}:.0%}. Automatic activation",,,
,,,,3,28,0,20,,"Defense power +{{def}:.0%}, Talent effect increased to {{talent_scale}:.0%}. Automatic activation",,,
,,,,4,27,4,23,,"Defense power +{{def}:.0%}, Talent effect increased to {{talent_scale}:.0%}. Automatic activation",,,
,,,,5,26,4,23,,"Defense power +{{def}:.0%}, Talent effect increased to {{talent_scale}:.0%}. Automatic activation",,,
,,,,6,25,4,23,,"Defense power +{{def}:.0%}, Talent effect increased to {{talent_scale}:.0%}. Automatic activation",,,
,,,,7,24,8,26,,"Defense power +{{def}:.0%}, Talent effect increased to {{talent_scale}:.0%}. Automatic activation",,,
,,,,8,23,8,27,,"Defense power +{{def}:.0%}, Talent effect increased to {{talent_scale}:.0%}. Automatic activation",,,
,,,,9,22,8,28,,"Defense power +{{def}:.0%}, Talent effect increased to {{talent_scale}:.0%}. Automatic activation",,,
,,,,10,20,12,30,,"Defense power +{{def}:.0%}, Talent effect increased to {{talent_scale}:.0%}. Automatic activation",,,
Croissant,5,skchr_moeshd_2,Magnetic Hammer,1,22,0,0,Regen when attacked,"Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage",,,
,,,,2,22,0,0,,"Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage",,,
,,,,3,22,0,0,,"Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage",,,
,,,,4,21,0,0,,"Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage",,,
,,,,5,21,0,0,,"Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage",,,
,,,,6,21,0,0,,"Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage",,,
,,,,7,20,0,0,,"Push away nearby enemies with large force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage",,,
,,,,8,19,0,0,,"Push away nearby enemies with large force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage",,,
,,,,9,18,0,0,,"Push away nearby enemies with large force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage",,,
,,,,10,17,0,0,,"Push away nearby enemies with huge force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage",,,
Vulcan,5,skchr_hpsts_1,Guard Mode,1,50,20,20,Regen over time,"Block count +1, Defense power +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,2,50,21,21,,"Block count +1, Defense power +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,3,50,22,22,,"Block count +1, Defense power +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,4,50,25,23,,"Block count +1, Defense power +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,5,50,26,24,,"Block count +1, Defense power +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,6,50,27,25,,"Block count +1, Defense power +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,7,50,30,26,,"Block count +1, Defense power +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,8,50,33,27,,"Block count +1, Defense power +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,9,50,37,28,,"Block count +1, Defense power +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
,,,,10,50,40,30,,"Block count +1, Defense power +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",,,
Vulcan,5,skchr_hpsts_2,Offense Mode,1,50,20,20,Regen over time,"Block count -1, Slightly increase attack interval, Attack power +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} of Max HP, attacks all blocked enemies simultaneously",,,
